Year,F_Jan,F_Feb,F_Mar,F_Apr,F_May,F_Jun,F_Jul,F_Aug,F_Sep
1958,761.4373,977.1104,1118.5985,1096.0979,929.8864,660.8099,367.13675,142.46527,26.7868
1959,140.7353,270.38388,398.55154,440.04135,377.91937,251.15617,111.71746,12.439125,0.0
1960,520.97943,554.0199,529.8034,443.5852,331.70193,213.45154,121.59547,77.88271,83.5008
1961,416.4423,508.97162,562.4429,536.0452,444.1765,308.436,168.84038,68.12156,24.660152
1962,500.06885,642.84985,740.30493,708.8723,561.2154,358.59695,180.00609,86.51133,65.37679
1963,460.15744,599.66425,696.29047,683.5737,571.4894,393.02008,203.51544,64.76011,0.0
1964,247.36922,344.0969,431.82254,430.7044,336.07205,208.4068,116.48522,96.20178,112.54268
1965,809.3293,875.3881,853.94446,703.6882,479.9617,263.12354,144.51692,157.51068,238.29019
1966,168.05873,291.83737,417.95975,460.24896,400.9586,282.2774,160.47478,81.88948,43.654938
1967,456.45862,644.6274,798.87305,801.639,651.3701,423.9852,215.26117,101.01417,64.34401
1968,265.01056,402.3527,528.9992,546.3173,444.2817,286.2298,148.1377,82.93556,68.348305
1969,832.1345,1007.1741,1092.823,1018.88104,822.7235,554.1526,293.8159,122.224075,56.895035
1970,1209.3896,1165.0345,954.0037,648.919,373.62805,160.63347,53.99703,63.58138,162.87888
1971,303.5016,562.23517,814.26654,905.7181,804.60315,574.3533,307.52252,103.90328,0.0
1972,233.16154,372.0605,511.3576,531.1483,415.28015,253.08778,141.7822,129.46161,157.01872
1973,419.4195,533.66406,611.25543,577.3713,443.1626,269.40918,129.38863,71.962616,74.16183
1974,1085.7823,1236.1761,1251.6614,1093.5509,833.7474,522.9433,241.98941,71.82824,30.222631
1975,217.48895,462.13742,711.0202,802.7899,700.79364,482.74768,248.71326,90.854614,6.007713
1976,339.08167,378.28143,391.1369,359.96548,298.9954,220.5014,150.48378,106.74316,94.75468
1977,73.182274,181.51128,315.6934,390.79498,375.99313,304.62793,225.29836,170.28217,132.0318
1978,882.1517,942.3173,904.49286,734.1995,494.99854,268.3977,147.27705,164.10123,252.53249
1979,250.9036,383.34912,502.1727,521.1911,432.0797,283.0641,136.45215,46.23427,10.2377615
1980,675.48334,766.52606,780.16956,687.5264,529.942,340.2465,171.28821,71.173935,49.2865
1981,107.54051,226.38893,359.5244,431.5169,416.4829,332.94254,218.1903,114.15093,41.44853
1982,902.41235,1148.0221,1294.9132,1234.2057,998.9602,659.0513,319.77582,91.94823,0.0
1983,823.27167,1105.5471,1321.809,1306.3079,1067.441,718.2953,405.43915,239.44896,186.83154
1984,496.55438,626.7653,710.21844,675.55225,537.8688,348.3274,176.21387,78.695145,51.72976
1985,244.30223,347.05228,442.6063,434.6838,317.46747,173.17473,88.23265,99.39322,146.31927
1986,1074.3303,1211.626,1238.2827,1046.0753,699.25287,356.4096,185.41327,244.11403,394.9261
1987,182.71808,262.06934,333.77734,337.04395,267.5211,165.27773,78.30444,39.05942,35.441364
1988,147.00209,293.6352,441.3971,491.3195,422.56592,282.7065,133.1948,31.849512,0.0
1989,335.13318,552.07416,751.625,798.8125,675.67206,453.03143,223.51495,73.157455,1.6194186
1990,178.25514,262.64517,347.77753,363.20312,298.9555,201.21222,125.11546,100.438354,103.62128
1991,232.59598,393.37018,553.5036,612.5941,549.3464,405.0121,241.98894,120.15267,49.197815
1992,171.72006,259.70392,350.24408,375.4303,323.1666,231.31891,149.14919,107.623535,94.06675
1993,643.6902,850.5983,992.8049,969.24384,795.253,529.3422,258.35587,73.16745,0.0
1994,295.39236,348.31198,375.64325,351.26733,286.27112,196.16676,108.750656,49.74554,29.722826
1995,907.7967,1246.038,1496.1947,1488.5348,1235.6615,833.03265,418.8175,135.66977,3.675737
1996,727.6503,880.1015,963.1261,896.3157,708.3433,467.2709,264.67133,165.55795,150.18706
1997,1130.2772,1033.898,801.149,540.4507,363.1794,257.01602,229.3045,256.8111,330.90063
1998,799.8943,980.75183,1083.0739,1015.50574,808.5877,534.9511,294.43213,164.80304,132.59724
1999,852.23444,902.22626,849.09784,700.2256,520.9075,333.72446,182.22728,101.632675,100.48961
2000,362.85284,477.81726,565.8374,564.8526,478.0648,336.73734,190.94765,88.82156,41.71285
2001,215.18016,278.95746,328.42508,329.10068,282.3872,200.91719,109.96615,38.326664,3.3219576
2002,423.51373,488.401,509.1991,444.31433,316.94373,174.2544,71.9508,42.530304,64.90681
2003,160.75633,342.7201,529.3676,589.14185,494.57123,319.1417,149.76616,55.361084,17.278028
2004,509.77676,636.7485,715.4339,628.32,395.72433,149.79834,22.002218,65.082245,174.20236
2005,256.8034,468.2418,666.8277,724.61346,620.31665,413.26828,183.52649,17.37656,0.0
2006,874.5508,1128.3782,1292.5208,1252.8966,1035.2712,705.2226,366.4427,129.8613,22.089342
2007,485.76974,510.20255,481.3899,364.77045,197.62029,52.4035,0.86081564,58.855824,158.98688
2008,114.23684,243.17665,379.8544,426.01147,359.6753,235.16106,117.0515,53.5609,29.89587
2009,217.99413,411.1283,591.6062,643.51447,547.6702,356.42615,140.3877,0.0,0.0
2010,161.15921,329.24817,498.986,555.4674,474.64737,314.63644,148.25533,40.85911,0.0
2011,351.73325,596.9017,818.02185,881.4453,767.92224,530.3032,249.71887,27.726751,0.0
2012,108.0225,225.25667,350.91965,399.57846,350.10928,243.42195,132.35156,60.63941,25.214779
2013,174.797,343.47318,507.24475,552.5109,459.31824,288.16522,112.83839,1.8172679,0.0
2014,149.07169,205.41165,258.87842,251.64001,180.24463,93.03691,41.206577,46.410423,76.45483
2015,502.88556,520.8255,479.89026,367.64978,224.78824,95.78686,29.676414,42.864643,102.3795
2016,739.52203,780.1379,731.55383,562.3282,332.26477,124.938324,27.096806,66.4223,172.53676
2017,2054.4968,2053.6255,1780.2445,1334.4825,907.24677,536.535,294.61368,219.44093,298.35403
2018,414.9056,508.86234,567.0825,524.8388,395.91608,238.44629,121.42598,84.95165,100.73761
2019,410.61774,755.5255,1075.006,1178.4657,1032.7633,713.84174,334.42706,34.732277,0.0
2020,376.6134,439.17657,463.18768,418.81744,324.74554,205.7365,98.883125,36.20928,23.279894
2021,92.26233,208.30121,335.1383,373.55972,302.00647,183.51787,87.53544,56.025944,57.909996
