Year,F_Jan,F_Feb,F_Mar,F_Apr,F_May,F_Jun,F_Jul,F_Aug,F_Sep
1962,278.70425,524.7781,659.6613,684.37244,578.87897,427.86542,256.31177,138.61699,78.52441
1963,435.32678,730.0542,774.4584,907.4241,788.3794,487.27744,121.80179,47.82906,137.26427
1964,148.11308,189.7587,258.78018,309.7439,318.89056,273.7316,174.89705,91.1856,58.09068
1965,1109.8665,579.5522,718.3644,754.52966,732.1236,499.4208,226.7438,84.26075,155.71877
1966,199.2927,345.97952,496.977,452.59286,311.42413,178.42422,114.40042,63.45717,25.715395
1967,859.4786,445.07437,647.2214,873.2543,984.2494,771.5248,357.73462,110.92602,129.64143
1968,308.15106,352.4995,612.9002,479.10672,265.2288,115.03196,131.83548,91.82741,23.91377
1969,1404.9705,1065.409,785.9874,973.5841,1021.9176,691.7808,129.60982,27.777363,311.76178
1970,2198.6492,775.37384,579.5897,360.44836,432.32596,353.73682,235.45747,83.73641,224.3222
1971,408.5982,638.7402,836.73553,967.711,853.04724,562.812,214.1457,67.22988,69.83367
1972,186.74525,340.84702,544.1156,530.34534,390.60443,235.53125,148.852,97.10588,60.8324
1973,326.20483,459.84323,682.5815,774.18616,665.76636,423.52045,171.21933,63.271084,61.62676
1974,1288.5664,531.8251,1250.9222,1085.2307,756.8733,321.42767,208.73846,91.690475,73.79099
1975,320.52402,423.86932,708.8196,908.5885,875.6258,628.89935,304.9366,173.3589,174.1367
1976,153.76016,289.77542,295.67987,264.15796,191.1222,129.38292,83.746414,56.641666,48.33598
1977,81.974236,156.68604,156.35115,125.184326,86.34437,66.68926,56.380775,30.343391,13.88108
1978,591.37006,688.2418,904.6132,950.25195,773.6663,458.18564,168.50607,60.71759,86.949486
1979,238.69089,408.33188,429.41733,502.0388,453.87564,312.7506,119.54779,58.668293,87.79267
1980,1367.7164,1188.3837,836.71375,656.313,533.3392,384.21268,192.44653,115.437325,222.01741
1981,181.99937,261.37363,361.8609,383.3977,323.11908,217.39447,110.8734,46.811604,31.816227
1982,555.24304,976.16736,1138.5349,1245.8433,1020.31793,617.7978,199.03207,89.49321,144.39943
1983,646.8694,1308.8292,1751.7094,1578.2615,1131.6627,781.8556,593.2831,367.70508,125.69487
1984,519.5378,483.69394,644.96,611.70935,444.58008,212.89186,73.62068,48.179058,97.057594
1985,196.02026,225.12015,473.12143,487.76608,372.90784,204.22006,102.84978,47.870758,28.887932
1986,1004.65686,1986.4746,1787.0792,1058.1282,332.14172,152.97412,343.95508,281.17245,46.508415
1987,185.03822,355.89215,411.52576,354.40912,239.58037,154.63263,115.12099,78.31989,47.71262
1988,214.61029,306.01624,289.4733,276.7252,211.4353,126.863815,51.032627,37.64254,66.74851
1989,370.0033,726.56055,902.5354,742.3215,411.0001,159.67937,96.977425,80.42825,49.046986
1990,200.43758,341.6626,340.23694,332.3048,254.18573,155.98515,65.227684,41.97391,61.52998
1991,163.53575,31.357111,377.87186,453.5533,390.09528,218.74841,117.18336,80.402725,83.338844
1992,142.29062,291.83374,315.96207,262.99072,165.18915,96.42259,68.8364,47.972477,33.49141
1993,452.60593,816.6815,1100.6425,1168.8018,915.93036,527.7531,187.8737,79.795166,89.58555
1994,174.98723,239.79951,320.90765,335.81772,271.62976,166.12738,75.881744,42.609097,52.027462
1995,733.6258,805.5273,1956.4915,1931.3531,1362.9441,646.0628,320.77078,132.38916,1.9703465
1996,664.17175,1031.9098,1020.9184,1014.3634,782.6002,467.59348,172.28922,130.48846,210.4844
1997,2207.867,771.21906,618.1544,452.84604,512.9594,363.10757,185.72267,67.14934,266.00763
1998,1127.0514,981.0108,817.8911,967.72577,1074.78,918.239,436.97348,121.58842,122.071365
1999,623.6434,908.80255,886.6861,784.3496,541.8202,303.67984,136.79678,105.78647,143.92036
2000,338.7897,791.42126,802.2713,697.3644,440.89474,237.60269,124.667244,107.053406,103.84778
2001,123.98565,185.27501,291.89856,312.53442,249.7817,146.32555,66.827835,39.504654,46.21768
2002,368.11124,529.42065,454.91776,305.78616,159.16408,101.30089,104.81674,81.11356,59.031162
2003,574.44324,311.15344,501.04364,657.92975,644.59686,383.36853,81.50598,9.436898,121.78005
2004,347.2969,660.9404,642.83124,553.50385,369.69547,223.53076,122.68461,76.47085,61.86988
2005,343.90338,202.75488,571.4408,800.64276,799.3585,525.5382,180.56453,25.703188,44.87189
2006,832.76105,889.0554,1339.0652,1522.2499,1242.8369,635.9079,116.59125,52.933582,217.78914
2007,229.4573,469.83194,449.1185,329.81567,187.13583,129.37111,123.58925,82.069595,31.105507
2008,182.21399,355.95468,366.2733,359.50723,263.9201,146.8769,46.789444,26.848156,49.94421
2009,356.93988,477.62726,586.6081,537.61096,387.57666,226.0813,120.38945,60.83021,45.813972
2010,292.25565,251.16629,481.64725,681.38806,678.0207,444.42252,141.78517,47.568592,103.08036
2011,388.0303,677.17126,751.8936,1021.1225,1025.9087,752.0857,268.89844,87.97347,130.19896
2012,206.88107,277.6631,485.74487,550.6807,457.52765,269.81714,116.34074,78.666214,99.02765
2013,162.0459,272.54553,302.6647,285.70374,217.2928,144.27576,86.97272,58.758755,55.48501
2014,175.33546,264.37662,406.23465,340.39725,192.55429,67.00217,44.719727,33.76451,21.700977
2015,235.8629,313.09595,246.54633,103.085106,29.729717,67.015175,140.39452,102.59813,37.927933
2016,578.7287,603.5512,1119.3142,830.741,399.96548,112.1093,179.78761,121.0858,0.0
2017,1783.1589,2107.955,1902.2065,1494.1971,905.28406,410.96985,158.90744,148.55656,278.4784
2018,214.12018,233.55724,631.0988,621.72687,438.35245,214.56158,137.72264,98.47049,63.818634
2019,501.74136,938.7227,1226.846,1196.9569,861.6838,472.28796,198.46927,98.94809,74.73775
2020,146.42856,139.09398,266.60672,317.34555,276.4222,160.89029,59.19309,32.452374,57.0844
2021,152.37831,120.96688,349.9159,353.59677,252.65364,108.45162,46.598866,20.283022,18.488224
