Year,Model,WYT,Excel_R2,Sklearn_R2,MAE,Custom_Loss,Percentage_Bias
1932,MSO,D,0.6897333956490558,0.4694331850551462,100.65009314666668,32743.577695004937,27.379817287492706
1932,lstm_h3_64_32_16_a0.1_b0.1,D,0.9518420581877497,0.945973411720635,38.69588777777778,5321.1011193474005,-0.5811748680988852
1932,lstm_h3_16_8_4_a0.1_b0.1,D,0.8393322556710775,0.6245375045121191,106.07138822222224,24935.54477410296,20.981794751543184
1932,lstm_h2_32_16_a0.1_b0.1,D,0.8831034804529343,0.8538629834231003,66.38857555555555,11559.49902497181,10.983949791372133
1933,MSO,C,0.46009318179300046,-0.32905609391929347,100.29163747333332,24022.369254356956,38.64156116823748
1933,lstm_h3_64_32_16_a0.1_b0.1,C,0.9170737158324277,0.8904012287535229,35.366472888888886,2380.2675841853315,-5.276068401151315
1933,lstm_h3_16_8_4_a0.1_b0.1,C,0.5688793778249686,0.43728926470126694,69.86052677777778,10385.796074725495,11.958456967097465
1933,lstm_h2_32_16_a0.1_b0.1,C,0.6724337330170592,0.6146666947415631,56.97869822222223,8549.21586922498,-11.84210373045883
1934,MSO,C,0.7432254372690984,-2.6216778105778094,178.02406763222223,56622.8273692265,95.55773893302323
1934,lstm_h3_64_32_16_a0.1_b0.1,C,0.9752472537658031,0.9631840243456725,17.47398777777778,826.9740407030379,1.5512631955627159
1934,lstm_h3_16_8_4_a0.1_b0.1,C,0.5523011166086448,-0.9935550773111261,127.17845733333333,31196.29954942271,57.56825216198485
1934,lstm_h2_32_16_a0.1_b0.1,C,0.7942366618812019,0.7714521822564198,43.409010888888886,4011.342660733955,4.994744557762271
1935,MSO,BN,0.4448694725980067,0.39017865364451254,226.97466219444445,124385.58354417582,-16.32688329896645
1935,lstm_h3_64_32_16_a0.1_b0.1,BN,0.991662469332878,0.9754760730142387,42.48349888888889,18587.81084610515,-4.05989486278703
1935,lstm_h3_16_8_4_a0.1_b0.1,BN,0.6038414223294618,0.6034043530778005,196.79760988888887,85387.86504911285,-0.2238605213584025
1935,lstm_h2_32_16_a0.1_b0.1,BN,0.9223677166601704,0.9207846643845808,100.27843533333333,29019.100136669254,-0.10648434397435026
1936,MSO,BN,0.8000381854026882,0.5199660716197126,133.1813057488889,50990.899112484854,-29.7405094345334
1936,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9634729187046541,0.9569259997446077,44.433483333333335,7072.349328219234,3.4962402302558235
1936,lstm_h3_16_8_4_a0.1_b0.1,BN,0.9092661084047113,0.593605005178919,143.45795511111112,42709.247540906814,-32.035371957422534
1936,lstm_h2_32_16_a0.1_b0.1,BN,0.9903023887061438,0.9878539654894717,24.670056000000006,4909.6949837855545,-2.774022876708923
1937,MSO,BN,0.5689070549353946,0.4784384284214679,144.20318284000004,41312.27096427945,-19.812989435932202
1937,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9698573084174263,0.9590544835714386,39.783840777777776,6827.49711886118,-5.277933118644074
1937,lstm_h3_16_8_4_a0.1_b0.1,BN,0.8232811540800907,0.5704447690338976,115.43753366666667,34188.163339536506,-30.782173661016948
1937,lstm_h2_32_16_a0.1_b0.1,BN,0.8655153389425939,0.8355130780419852,69.14903855555555,16653.469063907356,-12.953932033898289
1938,MSO,W,0.7008080631349312,0.2982006013012377,361.4604826744445,269697.76803113346,-38.66904417946176
1938,lstm_h3_64_32_16_a0.1_b0.1,W,0.9759993070332545,0.9728591630703417,79.17886666666668,29351.90811581172,3.291747875354115
1938,lstm_h3_16_8_4_a0.1_b0.1,W,0.7238087233365117,0.7203821559246568,217.69987555555554,114748.66973774046,3.962130594900843
1938,lstm_h2_32_16_a0.1_b0.1,W,0.9596816570710891,0.9564982943149061,89.17662333333335,31936.478258445444,-2.3755499999999974
1939,MSO,D,0.6711728430710456,-2.108713907727518,148.00887533111108,41202.38459426943,89.3619435378378
1939,lstm_h3_64_32_16_a0.1_b0.1,D,0.9798046272757673,0.975481119720956,12.58701277777778,1179.2639877445893,4.062823310810816
1939,lstm_h3_16_8_4_a0.1_b0.1,D,0.7537638070005352,0.572695764266808,52.039050333333336,5879.472955969844,24.21094777027028
1939,lstm_h2_32_16_a0.1_b0.1,D,0.9437779191880717,0.8510002044584265,26.694393,2563.327443152265,-16.233076824324318
1940,MSO,AN,0.7171533720050227,0.0019843600325583077,328.3532782066667,294868.4951443983,-54.552795847593735
1940,lstm_h3_64_32_16_a0.1_b0.1,AN,0.9954359670147853,0.983409169810154,48.70838488888891,13971.433052875405,-4.395740082331899
1940,lstm_h3_16_8_4_a0.1_b0.1,AN,0.7748016966404287,0.6781498703870481,208.927686,96860.4130682753,-11.635002233667462
1940,lstm_h2_32_16_a0.1_b0.1,AN,0.9911936731116618,0.968363614837551,78.99399888888888,18874.570129489803,0.711773642723965
1941,MSO,W,0.9108700858099867,0.7877697212930348,114.39990270666665,37427.47753034852,-18.488043173998943
1941,lstm_h3_64_32_16_a0.1_b0.1,W,0.9863105549783509,0.985568758971794,34.12087333333333,8851.810173159474,1.3857392709642524
1941,lstm_h3_16_8_4_a0.1_b0.1,W,0.8778070575703708,0.834595856579507,113.74146577777778,29824.651026200456,-12.471200790087982
1941,lstm_h2_32_16_a0.1_b0.1,W,0.9553845231622362,0.9503038824458159,60.18572444444445,12962.419195804157,3.3736322499551017
1942,MSO,W,0.7305909656394055,0.6287358169410119,189.0227027155555,60139.7098150915,-18.4512253531306
1942,lstm_h3_64_32_16_a0.1_b0.1,W,0.9806478317561687,0.9802026882179548,41.56056155555555,11872.664135085139,0.3243031484794362
1942,lstm_h3_16_8_4_a0.1_b0.1,W,0.5860515172156409,0.30219668545495504,247.39759166666667,106729.75090042947,-31.104369320214666
1942,lstm_h2_32_16_a0.1_b0.1,W,0.9500262055760559,0.9469071057725208,71.06467555555557,14771.330018682005,-3.1964683363148447
1943,MSO,W,0.7547861051865722,0.574638057130599,155.98587364999997,74033.71334835164,-24.413111482730432
1943,lstm_h3_64_32_16_a0.1_b0.1,W,0.9766676623160284,0.9754118401831309,39.80227222222222,10652.077569838559,2.3531974248927217
1943,lstm_h3_16_8_4_a0.1_b0.1,W,0.8180282601120872,0.7180630189771884,135.2694782222222,49788.51079056146,-18.256941426527693
1943,lstm_h2_32_16_a0.1_b0.1,W,0.9692371132765042,0.9542678941611318,65.11237,12816.646411345446,4.094033312895995
1944,MSO,D,0.5968810093531476,0.5446694424264411,90.46141551444445,16055.556692996997,2.2807345177843894
1944,lstm_h3_64_32_16_a0.1_b0.1,D,0.9415081855190158,0.9361864631179748,32.73932777777779,3558.3828627874564,-4.263585474772789
1944,lstm_h3_16_8_4_a0.1_b0.1,D,0.8710670025854567,0.5612374423188384,80.02073211111112,15024.041125153715,-27.189909942024446
1944,lstm_h2_32_16_a0.1_b0.1,D,0.8919314808412979,0.8710672370929684,49.22010377777777,5613.050283598841,8.42048832654341
1945,MSO,BN,0.641998119009461,0.5296778206091555,111.16638442555556,31974.317956546216,16.928324723725254
1945,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9879232504328455,0.9437607488132962,40.648798888888884,8046.524765609532,-6.964462728372258
1945,lstm_h3_16_8_4_a0.1_b0.1,BN,0.5200609911793223,0.4545020802166473,132.26229666666666,36375.62827452077,10.692083200712968
1945,lstm_h2_32_16_a0.1_b0.1,BN,0.7332786785562707,0.672382421200086,82.93395222222223,22032.284595785884,-7.017550130498461
1946,MSO,BN,0.789426725466587,-0.6320939552924829,207.15042799999998,84399.18139169802,62.336293031964665
1946,lstm_h3_64_32_16_a0.1_b0.1,BN,0.959524672152629,0.9563153138336622,28.493026666666665,4222.665053776701,3.308710044135337
1946,lstm_h3_16_8_4_a0.1_b0.1,BN,0.6776568408342943,0.4495700491786665,128.5826881111111,29646.303004018668,20.065382740403894
1946,lstm_h2_32_16_a0.1_b0.1,BN,0.9790905084577914,0.9403033463518857,40.92723488888888,6126.974647136226,9.789051290624574
1947,MSO,D,0.6563543718110321,-0.48574027754045135,142.05117798333333,43281.31638268029,62.53152392748203
1947,lstm_h3_64_32_16_a0.1_b0.1,D,0.9786260855582328,0.9687469405578637,21.953603666666666,2165.113487830675,-3.8799740726163656
1947,lstm_h3_16_8_4_a0.1_b0.1,D,0.8542935172251698,0.13761141877502792,126.54090266666665,25437.241376060232,56.030115320279435
1947,lstm_h2_32_16_a0.1_b0.1,D,0.9161699869658874,0.9021348483840453,39.76463044444444,4085.506367149891,0.4273272655711689
1948,MSO,BN,0.39782711391274783,0.3029538774400675,198.85499582666668,73193.72663754661,-23.399069836328266
1948,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9522602633828304,0.929288799337618,69.64632777777777,12427.083532543838,-3.3871034107817466
1948,lstm_h3_16_8_4_a0.1_b0.1,BN,0.5370008148032975,0.45969248090710346,181.87716044444446,57866.07170769793,-18.65641135401167
1948,lstm_h2_32_16_a0.1_b0.1,BN,0.8735887394253415,0.8694086861050792,92.23749766666667,18165.87747563553,4.253051991530261
1949,MSO,D,0.5836377436764619,0.4023740496839435,103.4623727311111,31266.32202037544,31.78317552495697
1949,lstm_h3_64_32_16_a0.1_b0.1,D,0.9733462034612869,0.9678658741376451,29.04646166666667,4005.615979867926,1.6612527031201791
1949,lstm_h3_16_8_4_a0.1_b0.1,D,0.6889331609012483,0.6369775418130216,100.83031244444443,19182.992078993237,18.32726987069158
1949,lstm_h2_32_16_a0.1_b0.1,D,0.9742724536024019,0.9710228944873869,28.1373788888889,4257.424324457729,-3.151577298203816
1950,MSO,BN,0.8731979408106579,0.4772541421746952,137.60456771111112,41267.14648365661,-34.05088116461984
1950,lstm_h3_64_32_16_a0.1_b0.1,BN,0.994369486487584,0.9811044308409022,28.204979999999995,4416.251777164648,-3.7276390230440035
1950,lstm_h3_16_8_4_a0.1_b0.1,BN,0.8772650109864154,0.8549108380401123,88.48041777777777,13377.093145250672,-7.1692093279977795
1950,lstm_h2_32_16_a0.1_b0.1,BN,0.9453329893009697,0.928032646217222,57.97555333333334,9157.965905527051,-1.7008400717538301
1951,MSO,AN,0.8258952338647602,0.6944654431555877,109.3334373811111,24971.529571163854,18.718516734956232
1951,lstm_h3_64_32_16_a0.1_b0.1,AN,0.9834457175229541,0.9791607432164473,28.477919555555545,3003.5084493167833,2.6046078774617025
1951,lstm_h3_16_8_4_a0.1_b0.1,AN,0.9086727150835863,0.7353312150528507,94.75149066666667,21611.290986056003,18.22131137855579
1951,lstm_h2_32_16_a0.1_b0.1,AN,0.8480418821660932,0.8394759447044331,80.39200777777779,13196.072362006487,-1.576515317286643
1952,MSO,W,0.5945396664680149,0.44529772593707484,300.66144624444445,215526.10631076797,-25.114792283801123
1952,lstm_h3_64_32_16_a0.1_b0.1,W,0.9661124927838914,0.9575052161619119,90.3738711111111,38297.397720493995,-4.49625958113691
1952,lstm_h3_16_8_4_a0.1_b0.1,W,0.53657383059201,0.5301565732339676,303.1693855555556,189822.56929806172,2.6786341359167922
1952,lstm_h2_32_16_a0.1_b0.1,W,0.9888385450115401,0.9766237748315968,70.34989444444442,30657.77113095568,-1.359942584413725
1953,MSO,W,0.3911740807655067,0.33257115687368743,199.97147973111112,97883.22452667766,-13.409752313783626
1953,lstm_h3_64_32_16_a0.1_b0.1,W,0.9741370269844668,0.9715509780043903,44.07505666666666,13377.680447966355,0.961326910861706
1953,lstm_h3_16_8_4_a0.1_b0.1,W,0.3371230214165799,0.0956871073616603,257.4807465555556,128828.08761705432,-32.53188056320137
1953,lstm_h2_32_16_a0.1_b0.1,W,0.9532144818051064,0.9466082675284851,63.11046000000002,17138.198289496875,0.7951073470251976
1954,MSO,AN,0.7822883879082868,0.6064049612847533,119.18256991999998,42962.98441648961,-23.223486034042548
1954,lstm_h3_64_32_16_a0.1_b0.1,AN,0.9794603479668713,0.9793749577057889,31.583838888888895,8313.692614709676,-0.01668164893616863
1954,lstm_h3_16_8_4_a0.1_b0.1,AN,0.8939486137577732,0.28356598402391076,171.326645,77512.37770999443,-40.779227792553186
1954,lstm_h2_32_16_a0.1_b0.1,AN,0.9703003791715296,0.9598908527457324,31.355118888888896,8035.214910081918,-3.644629521276599
1955,MSO,D,0.5454158291200533,-1.080121949098738,143.69958484555553,49326.91142106934,62.75329435186104
1955,lstm_h3_64_32_16_a0.1_b0.1,D,0.9053082643204183,0.8930618467539051,36.83464222222223,3249.6340255339373,0.20123870967740637
1955,lstm_h3_16_8_4_a0.1_b0.1,D,0.3325387442408252,0.11113836593300197,105.99676288888888,20606.741220973003,0.18130987593051082
1955,lstm_h2_32_16_a0.1_b0.1,D,0.7713504534907576,0.7659310213345323,49.008993000000004,6141.183336690265,4.569913796526035
1956,MSO,W,0.6887918609447083,0.5529639995334984,164.57040101555557,89573.22704565636,-22.033799498027093
1956,lstm_h3_64_32_16_a0.1_b0.1,W,0.9923665758337206,0.9910362962347045,31.012736111111092,10357.093047674149,0.55118073425974
1956,lstm_h3_16_8_4_a0.1_b0.1,W,0.5863503497554732,0.5598506740169489,164.40147555555552,88003.90389155781,-9.974390118373657
1956,lstm_h2_32_16_a0.1_b0.1,W,0.9546353606473589,0.9513617567996466,74.27077333333334,15464.855196735594,3.444894149939957
1957,MSO,AN,0.700619135880201,0.6271374949040743,117.93412781,26462.686155856623,-16.459108737041404
1957,lstm_h3_64_32_16_a0.1_b0.1,AN,0.9490408585307456,0.9476667726818513,43.6191838888889,6857.335807770843,-0.04350161400460856
1957,lstm_h3_16_8_4_a0.1_b0.1,AN,0.5978469648647069,0.5001971123854021,138.6034566666667,34282.26602181178,19.23493047364826
1957,lstm_h2_32_16_a0.1_b0.1,AN,0.8589181365034887,0.8279549709263289,80.04489222222222,13552.680727529647,-4.035363151033594
1958,MSO,W,0.713010324442612,0.0936042522935181,343.0229292733334,239125.7455524867,-46.42027773956944
1958,lstm_h3_64_32_16_a0.1_b0.1,W,0.9868315520720259,0.9654618534249104,61.99796666666667,24003.89671444382,-4.012703689591662
1958,lstm_h3_16_8_4_a0.1_b0.1,W,0.7280792087603164,0.7239100847463966,188.37954222222226,77339.54141239356,-3.468450816028459
1958,lstm_h2_32_16_a0.1_b0.1,W,0.9645657953745501,0.9293721768526986,93.0999,29757.43489513093,-4.073585762367434
1959,MSO,BN,0.8650127808725327,0.8448416834419996,50.87447244333334,5013.392416754232,1.7878643519186188
1959,lstm_h3_64_32_16_a0.1_b0.1,BN,0.974363188886342,0.9702294628314027,17.105427777777773,1185.5359640429883,-2.5715909637106327
1959,lstm_h3_16_8_4_a0.1_b0.1,BN,0.5381993444746427,0.3300364330590865,93.36550944444444,19639.118220734326,-19.773123648161498
1959,lstm_h2_32_16_a0.1_b0.1,BN,0.9538366231377663,0.8614454004063972,44.58921511111111,4292.3854863336655,-11.064410157814615
1960,MSO,D,0.6648426472532348,0.4047858128611689,133.56430869888885,44904.99389130678,-31.649334990158152
1960,lstm_h3_64_32_16_a0.1_b0.1,D,0.9855431936362925,0.9853940811968247,21.31709477777778,5200.977616603977,-0.921074144230379
1960,lstm_h3_16_8_4_a0.1_b0.1,D,0.6267294300274064,0.6237615510742297,95.67233555555555,28696.10321168086,-3.046918015989649
1960,lstm_h2_32_16_a0.1_b0.1,D,0.9802924233244139,0.9776172194135373,31.948574444444446,5754.879544424366,-1.5042983969908261
1961,MSO,D,0.8270379137003371,-0.3982005679829974,121.06720857111112,30673.15137987653,47.45049352043852
1961,lstm_h3_64_32_16_a0.1_b0.1,D,0.9558992825621001,0.9509346677718626,25.164420555555562,2188.2504198959596,2.5188632593447347
1961,lstm_h3_16_8_4_a0.1_b0.1,D,0.8070348528891327,0.03086066674635657,107.29035422222222,21222.966772268963,36.95417389422815
1961,lstm_h2_32_16_a0.1_b0.1,D,0.793643228540359,0.7236107022937333,52.38418444444445,6746.546965339065,9.270659406047718
1962,MSO,BN,0.6424849059845337,0.6016768085762827,128.70284623999999,36326.520286080886,-12.25144912641562
1962,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9799304999345615,0.9484642554826436,45.66394666666667,10382.288538651077,-6.622941137554203
1962,lstm_h3_16_8_4_a0.1_b0.1,BN,0.6601042458272012,0.6066472165961956,112.33012777777778,37026.61839119124,15.589872134913904
1962,lstm_h2_32_16_a0.1_b0.1,BN,0.9004909375526534,0.8533258481685,85.27062444444444,15745.413645953486,0.05271638128577321
1963,MSO,W,0.636915216608136,0.5507401604945852,199.63810609111113,93548.7706391324,-17.45885821410182
1963,lstm_h3_64_32_16_a0.1_b0.1,W,0.9831659851092488,0.9774707548647695,50.86993277777779,23024.36057473713,2.13602427258223
1963,lstm_h3_16_8_4_a0.1_b0.1,W,0.6097123790371862,0.49399009048392595,224.14399666666668,104434.41868610808,-22.50012893886061
1963,lstm_h2_32_16_a0.1_b0.1,W,0.7603850866824065,0.7529651133574548,163.1995561111111,55509.4746481734,-5.906827323220822
1964,MSO,D,0.7294630084633384,-1.6064436669868138,145.93531210777778,45999.50757460469,65.21081858267479
1964,lstm_h3_64_32_16_a0.1_b0.1,D,0.9804121240354685,0.9693786997940075,16.48826544444445,1622.0953728873567,-5.641715649196853
1964,lstm_h3_16_8_4_a0.1_b0.1,D,0.6269775372868528,0.474224404842147,59.40833444444445,9655.609286075567,15.63235683433188
1964,lstm_h2_32_16_a0.1_b0.1,D,0.7264592969146921,0.7175017480156443,53.538392222222214,5197.086905244161,0.4016675292103536
1965,MSO,W,0.604282158110176,0.5871794884993844,148.73001805,69605.41181690476,-8.972056331260843
1965,lstm_h3_64_32_16_a0.1_b0.1,W,0.9716638593847473,0.9713874962298075,47.225806666666685,12955.311574513604,0.2275678532010122
1965,lstm_h3_16_8_4_a0.1_b0.1,W,0.5204629914592465,0.5128378692598972,217.54375222222222,80331.3303362156,-3.568273168528205
1965,lstm_h2_32_16_a0.1_b0.1,W,0.9544928394961346,0.9531387781513379,63.70014,16277.60079991225,2.5489199313051705
1966,MSO,BN,0.7134067552345497,-0.07271083399163536,146.88871624777778,46670.04326741091,55.6630924728421
1966,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9852082946786834,0.9851945651457678,17.604387111111105,3267.7029548246987,-0.008287831578938589
1966,lstm_h3_16_8_4_a0.1_b0.1,BN,0.7646492141272168,0.7495289279490835,69.31323244444444,11102.254521161538,-2.847999663157897
1966,lstm_h2_32_16_a0.1_b0.1,BN,0.8757478178610322,0.8737709982024069,52.2138961111111,6839.3188922701265,3.0821530526315772
1967,MSO,W,0.5955058369472541,0.3514603086078034,208.39930985888884,99733.95194770681,-29.17926959176955
1967,lstm_h3_64_32_16_a0.1_b0.1,W,0.9736299895651354,0.9505759827050388,57.36316933333334,15618.695490832615,-0.6553831915866402
1967,lstm_h3_16_8_4_a0.1_b0.1,W,0.5436326906319828,0.38430115366525097,207.20667555555556,95837.70410777652,-23.958432190214904
1967,lstm_h2_32_16_a0.1_b0.1,W,0.7355036801847665,0.7133506273054409,140.71007066666667,48002.9398797522,-8.543810589849121
1968,MSO,BN,0.6787733048196376,0.6671456754914464,96.64120507777778,21894.40971430914,5.005298399240535
1968,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9728673708866887,0.9579896690736952,41.015782111111115,4968.502406417326,-7.630468083016885
1968,lstm_h3_16_8_4_a0.1_b0.1,BN,0.6307678635052322,0.610489532478321,89.99113055555556,25499.675694622936,-9.23750081838417
1968,lstm_h2_32_16_a0.1_b0.1,BN,0.814900256975911,0.8091285671864683,59.63830277777778,12966.432258315055,-1.9495110972895011
1969,MSO,W,0.606267042099686,0.25685074787147844,300.1044075888889,246058.34474601128,-37.84479010977151
1969,lstm_h3_64_32_16_a0.1_b0.1,W,0.9918409645939986,0.9801702705574444,52.951327777777806,23717.52513470845,-4.706057630045327
1969,lstm_h3_16_8_4_a0.1_b0.1,W,0.5128253077100188,0.4919767720757634,267.2056,171017.49800738652,-10.56668388270482
1969,lstm_h2_32_16_a0.1_b0.1,W,0.9598596083183728,0.9454334310225698,100.8011083333333,32246.9157026857,1.089045589096872
1970,MSO,W,0.16245915283498089,0.129725317086281,305.13472873222213,512153.79918840353,-21.64763253692591
1970,lstm_h3_64_32_16_a0.1_b0.1,W,0.9908961373968613,0.9706149032713309,65.40829111111111,42520.663187012055,-6.895988537579798
1970,lstm_h3_16_8_4_a0.1_b0.1,W,0.5525855936938981,0.5374711434596617,298.7340611111111,274550.1148116656,-7.837802715593504
1970,lstm_h2_32_16_a0.1_b0.1,W,0.9801087340252391,0.9627326601216502,86.38436000000003,44111.45570570607,-0.5471043926455919
1971,MSO,W,0.7112657413228286,0.6946996659767893,140.12649527777776,47273.66849776016,4.2382216597109155
1971,lstm_h3_64_32_16_a0.1_b0.1,W,0.9695865874690892,0.9644942067403429,52.607144888888875,11006.369852370504,1.2534852718804834
1971,lstm_h3_16_8_4_a0.1_b0.1,W,0.8590959074140474,0.8222182669166318,125.6831022222222,29435.678617052796,-11.770324804935555
1971,lstm_h2_32_16_a0.1_b0.1,W,0.8785082559471069,0.8770480094097061,105.86599888888887,22588.058878875014,-1.1439325389624528
1972,MSO,BN,0.8069297884308861,0.6645553291031934,95.66779092666667,17923.92325885986,22.442721359947818
1972,lstm_h3_64_32_16_a0.1_b0.1,BN,0.9653325093798925,0.9640097988569525,30.318623666666685,3655.7864509029346,1.2099147587306143
1972,lstm_h3_16_8_4_a0.1_b0.1,BN,0.918619168720646,0.864697079745049,51.30664666666667,7792.531648513621,-0.5811331691059253
1972,lstm_h2_32_16_a0.1_b0.1,BN,0.9371257385475867,0.9346122831998958,38.40713066666669,5375.686677021904,-3.2682182292421427
1973,MSO,AN,0.9104350903259667,0.8371953210168355,69.85609431111112,15923.19604825677,-14.260787693896095
1973,lstm_h3_64_32_16_a0.1_b0.1,AN,0.9643771370311309,0.964099633302366,41.33173000000001,7076.743939492997,0.9575783573834249
1973,lstm_h3_16_8_4_a0.1_b0.1,AN,0.8133118643687469,0.6441198746365749,104.23387266666668,32377.08115225676,-23.06115818972934
1973,lstm_h2_32_16_a0.1_b0.1,AN,0.9732260803121291,0.9696147813322201,39.52659288888889,4813.334205603107,2.766543327023787
1974,MSO,W,0.6652824764898393,0.4551698882190789,266.73866906999996,190358.89244832678,-28.253512125882736
1974,lstm_h3_64_32_16_a0.1_b0.1,W,0.9457398388794498,0.9409727509600126,77.91616622222223,36748.799601812476,4.802374809849484
1974,lstm_h3_16_8_4_a0.1_b0.1,W,0.6594259140363908,0.6546639953858289,191.32412433333332,123262.31337552726,-1.556116338103071
1974,lstm_h2_32_16_a0.1_b0.1,W,0.9517991078430175,0.939578549920358,93.23610444444444,35233.124521452766,-0.6092227636444543
1975,MSO,W,0.542942074701925,0.28267727112375785,217.3197665155555,100038.86220421019,-33.25936387478432
1975,lstm_h3_64_32_16_a0.1_b0.1,W,0.9583236135849148,0.952460157130507,56.34480777777778,13934.845295486044,0.9789851435229727
1975,lstm_h3_16_8_4_a0.1_b0.1,W,0.7627473194203606,0.6985856090853486,143.15231588888886,44904.62228223883,-16.585175409505446
