Year,F_Jan,F_Feb,F_Mar,F_Apr,F_May,F_Jun,F_Jul,F_Aug,F_Sep
1987,497.03024,517.44336,499.2983,445.6629,380.8934,306.7175,247.33911,190.38515,0.0
1988,800.7509,794.0222,708.6761,556.1337,408.53906,256.2329,149.83366,91.876816,0.0
1989,735.3768,734.23004,663.0148,531.431,401.47226,265.8768,169.6739,112.11868,0.0
1990,385.02655,380.84512,343.1008,281.9779,222.25345,162.74303,130.72878,98.84855,0.0
1991,580.0073,585.5649,539.51764,449.40817,356.52808,257.96503,187.89581,135.9796,0.0
1992,336.1798,345.4722,330.218,296.574,256.88205,213.66096,186.57034,148.34866,0.0
1993,1028.1244,1075.1466,1034.4907,902.0047,746.985,566.46985,403.41266,291.82578,0.0
1994,429.3873,431.50284,397.10388,334.57108,270.3106,203.58368,161.72916,122.376854,0.0
1995,764.93195,827.5942,835.06573,778.2778,689.2247,573.1927,453.16458,348.07233,0.0
1996,1161.4888,1238.8644,1222.916,1100.7026,940.46313,742.92236,546.97284,404.76755,0.0
1997,957.35583,986.0156,929.3561,788.5534,634.6416,462.2389,317.2891,223.55981,0.0
1998,962.773,960.86237,864.4168,683.6274,506.0685,319.97226,182.89932,110.63112,0.0
1999,788.28033,875.5775,912.1547,881.7111,805.98114,694.86725,563.4837,439.2376,0.0
2000,527.1798,538.2144,504.82547,432.87988,354.96304,270.29865,208.18893,155.9074,0.0
2001,249.62227,250.34451,233.3295,207.15823,179.05574,151.43504,142.46834,116.173,0.0
2002,445.7542,433.49408,378.91208,294.6442,216.40514,140.18878,99.54111,69.353516,0.0
2003,738.7742,759.6249,716.2604,611.9023,497.45016,370.0979,266.90878,193.42134,0.0
2004,476.2884,469.52866,418.74487,334.9879,254.48592,173.77905,126.02037,89.857155,0.0
2005,873.69604,856.38336,749.6835,568.2218,397.73932,225.00648,108.49183,53.19635,0.0
2006,957.7923,996.7648,953.28534,825.4917,679.08875,510.80573,362.78964,261.66873,0.0
2007,406.47113,386.54486,326.31985,240.64531,164.88304,94.202736,62.874413,40.79568,0.0
2008,448.80725,429.11047,364.66498,270.30173,185.95128,106.020836,66.97573,41.89238,0.0
2009,522.78467,508.28723,442.6209,339.171,243.3495,149.21712,95.29787,61.53875,0.0
2010,833.3782,842.1959,773.30945,633.5969,490.709,337.55743,220.75877,149.51387,0.0
2011,839.0485,921.0267,945.36786,897.3979,807.247,682.7536,543.7369,419.8815,0.0
2012,213.13719,245.84526,273.74478,295.94855,298.96252,292.47098,280.83145,234.14925,0.0
2013,605.07416,593.4096,522.6009,405.29483,294.53912,183.40282,113.79291,72.489716,0.0
2014,432.53635,412.7483,349.92093,258.8931,177.84108,101.46446,65.38601,41.4596,0.0
2015,198.32294,195.33289,179.02745,159.02159,138.79494,120.97886,122.357506,102.154594,0.0
2016,709.617,691.38367,601.0011,453.1742,315.95328,179.05788,92.45958,48.8311,0.0
2017,1307.6163,1360.5721,1297.7205,1113.4869,905.0265,665.2507,449.96933,315.39233,0.0
2018,597.7167,598.40405,544.222,444.16888,344.0369,239.5742,167.71565,118.088,0.0
2019,867.28284,869.62195,788.81055,633.67554,479.0005,315.7172,194.6686,125.773834,0.0
2020,403.40134,410.41666,385.07318,334.27728,279.00253,220.01408,181.43593,140.3293,0.0
2021,600.13873,588.32434,517.84973,401.40015,291.5549,181.44661,112.77197,71.90694,0.0
