Year,F_Jan,F_Feb,F_Mar,F_Apr,F_May,F_Jun,F_Jul,F_Aug,F_Sep
1948,575.48145,644.76654,693.1321,627.9847,540.093,386.4966,147.69267,0.0,0.0
1949,456.8634,475.77875,607.3775,601.86975,601.79553,523.5513,402.55658,192.43082,0.0
1950,609.6873,709.6449,797.8682,759.99744,693.0256,541.1955,288.6015,2.2353077,0.0
1951,511.9371,585.01117,644.3498,601.4168,538.4919,410.91483,203.84973,0.0,0.0
1952,509.29517,587.9613,655.0213,618.4754,561.5378,436.9785,231.39822,0.0,0.0
1953,479.6554,548.2371,604.3888,565.7691,509.30453,392.3219,200.9932,0.0,0.0
1954,460.44583,550.3363,638.1541,630.5199,602.8819,503.5405,323.89984,115.090904,0.0
1955,512.1758,573.06476,615.167,557.0344,480.85812,346.97882,138.38005,0.0,0.0
1956,552.06116,564.59296,692.01984,660.347,631.4702,518.8857,356.20322,96.65365,0.0
1957,454.1807,547.8388,640.5716,636.34686,612.6812,515.6917,338.48758,131.68616,0.0
1958,514.6282,617.3673,717.9356,709.42816,676.5143,561.9499,356.42578,118.813385,0.0
1959,436.46402,524.96497,612.4749,608.1762,585.8087,493.84607,325.30542,128.24568,0.0
1960,512.2438,579.81573,630.91473,579.63104,509.6326,378.2044,169.83455,0.0,0.0
1961,545.1886,623.42773,686.6899,639.6822,570.46124,432.05142,208.72424,0.0,0.0
1962,476.30554,567.45966,654.93005,642.1721,609.0226,502.8062,314.6625,96.75994,0.0
1963,457.23242,531.7646,597.938,571.45734,527.79083,421.41266,241.32576,34.123302,0.0
1964,431.6772,441.9662,547.6035,531.4942,520.7925,443.5097,327.5126,132.47398,0.0
1965,437.9096,532.2544,627.1385,627.47394,609.3323,518.35815,348.96375,150.22792,0.0
1966,497.22617,513.4707,643.26715,626.50134,614.0975,521.1768,382.42966,151.27393,0.0
1967,642.9556,626.45654,689.00446,590.8294,492.07217,326.97324,110.180336,0.0,0.0
1968,399.53235,482.54718,565.55927,564.5795,548.3798,467.59195,316.58765,138.59532,0.0
1969,472.9083,550.13135,618.4037,590.05206,543.4924,431.96423,244.13756,28.490505,0.0
1970,498.58447,574.8438,641.1095,609.7579,557.498,439.16748,240.4748,13.703087,0.0
1971,460.61942,560.0124,660.26886,661.45734,641.9127,545.4488,365.75494,155.59857,0.0
1972,503.5302,588.87805,666.0388,639.7704,592.2395,473.52423,271.70816,40.366318,0.0
1973,628.7394,619.8341,701.76404,622.1624,541.976,389.42758,184.04128,0.0,0.0
1974,483.27933,564.61176,637.89,612.30237,567.1352,454.10754,261.82382,41.002678,0.0
1975,490.84265,576.5876,655.0281,631.5566,587.7564,473.28058,277.3228,52.047127,0.0
1976,506.8539,586.18286,654.53326,619.83057,564.6701,441.5988,237.43085,4.438492,0.0
1977,484.7361,567.28143,641.6831,615.52136,570.0039,455.95154,262.50314,40.23519,0.0
1978,554.4669,617.05194,659.6494,597.78235,513.7273,368.45197,141.32153,0.0,0.0
1979,459.8884,538.50903,610.003,587.1693,546.5481,440.79425,259.62222,50.72361,0.0
1980,546.7605,625.16565,688.891,642.7567,573.9968,435.78946,212.11176,0.0,0.0
1981,376.7916,477.06284,585.8614,610.49567,618.94104,554.2172,415.6819,248.33344,0.0
1982,502.07867,582.85095,653.6099,621.9364,569.8381,449.2621,247.57747,17.003029,0.0
1983,457.10852,532.3869,600.2417,576.8373,535.52136,430.94376,251.75533,45.453712,0.0
1984,375.08594,455.2476,536.5655,539.50507,528.7544,456.25192,317.20312,152.13596,0.0
1985,513.50476,580.6149,631.46045,580.8694,511.11697,380.02228,171.56166,0.0,0.0
1986,535.24963,595.8174,635.47876,570.80206,486.8478,344.19638,124.26865,0.0,0.0
1987,385.30698,466.2431,547.30396,546.7353,532.3013,455.24478,310.67587,139.66223,0.0
1988,545.6636,624.3192,688.2443,641.9492,573.26154,435.09573,211.70494,0.0,0.0
1989,574.4726,566.04034,641.028,568.44165,497.18784,360.08984,175.64285,0.0,0.0
1990,496.45966,587.4904,672.7615,653.6823,613.3213,499.00397,300.6832,72.18295,0.0
1991,451.89438,552.50867,655.1072,659.44434,643.56067,550.52423,375.0157,169.00156,0.0
1992,455.0493,540.0969,620.60736,605.42896,572.1627,470.44067,291.8082,84.6545,0.0
1993,570.95294,655.0188,724.7127,679.3034,608.97516,464.71686,229.90977,0.0,0.0
1994,388.1071,487.74994,594.9231,616.53375,621.20776,552.44183,408.57126,235.75494,0.0
1995,577.3692,578.09937,677.74207,620.8719,565.7496,435.375,255.36516,0.0,0.0
1996,370.57706,461.06134,557.1167,573.0294,574.16943,507.92923,371.93613,208.59415,0.0
1997,455.3175,527.5419,590.7764,562.5232,517.38837,410.9273,231.71284,25.756046,0.0
1998,511.34567,536.53394,693.7086,695.0507,699.7359,612.86926,475.71405,237.19308,0.0
1999,369.906,478.94336,600.9765,639.12506,659.8367,602.66565,468.8058,305.1701,0.0
2000,419.24225,498.65363,574.665,563.32715,536.4252,446.0363,284.73438,96.47312,0.0
2001,474.6011,551.4572,619.1982,590.235,542.9585,430.80292,242.22218,25.817469,0.0
2002,570.8093,638.3848,684.48773,617.81476,529.09894,375.95578,138.99269,0.0,0.0
2003,574.28265,645.4029,696.1933,632.98,546.9603,394.31726,156.05525,0.0,0.0
2004,586.49286,581.7422,668.99023,603.36786,538.37604,402.18887,216.10881,0.0,0.0
2005,585.9283,646.56635,681.9374,603.81287,503.58383,342.036,97.297775,0.0,0.0
2006,554.5112,637.5764,707.2247,664.82666,598.6189,459.90338,232.97928,0.0,0.0
2007,555.5318,612.2758,644.87335,570.4855,476.16385,324.2825,94.127426,0.0,0.0
2008,582.27966,632.6506,653.71204,563.4337,453.01038,287.34766,43.065727,0.0,0.0
2009,523.2177,591.8089,643.33344,590.26855,517.7381,382.6548,168.97989,0.0,0.0
2010,537.17145,594.7725,629.97144,560.788,472.7819,327.70016,106.3716,0.0,0.0
2011,529.3613,540.21136,661.729,634.4871,609.54224,504.97418,351.77438,105.94026,0.0
2012,479.4363,551.545,612.4658,577.342,524.10516,408.3893,217.25441,0.0,0.0
2013,512.1106,571.17395,610.7551,550.62006,472.66003,338.03555,129.33934,0.0,0.0
2014,585.46576,638.53656,663.0331,574.9317,466.16547,300.47772,54.831528,0.0,0.0
2015,525.3385,578.572,608.65674,537.2624,448.39624,305.54218,89.524925,0.0,0.0
2016,605.58154,643.55975,647.3402,542.48413,416.21036,240.09048,0.0,0.0,0.0
2017,495.17773,561.1699,611.7674,563.93066,498.33627,373.03033,173.13736,0.0,0.0
2018,489.29257,563.64105,628.9396,600.5492,551.28107,437.29788,243.97243,23.0856,0.0
2019,550.87854,617.73584,664.70776,602.9041,520.165,374.38486,147.26329,0.0,0.0
2020,421.4334,488.97058,548.5497,523.5726,484.34317,388.1816,225.03842,36.47718,0.0
2021,585.0652,659.45386,713.5425,650.14453,563.214,407.32263,163.68028,0.0,0.0
