Date,T,V,P,S,F
1988-08-01,62.1878,14.6125,0.2695669291338583,,22.83
1988-09-01,57.9452,14.0155,0.35362204724409446,,11.592
1988-10-01,54.3902,11.544,0.0,,7.236
1988-11-01,37.4702,3.685,5.343858267716536,,13.851
1988-12-01,32.0,3.9685,5.58,,19.57
1989-01-01,32.0,3.5995,1.676496062992126,,22.31
1989-02-01,32.0,3.2905,3.7850787401574806,14.339130434782609,37.23
1989-03-01,38.903,3.9775,6.784645669291339,16.752173913043475,132.575
1989-04-01,46.531400000000005,8.4195,1.2230314960629922,21.087500000000002,237.482
1989-05-01,47.6582,6.876,2.266417322834646,9.343478260869567,240.2
1989-06-01,56.2082,10.231000000000002,0.4425196850393701,,149.28
1989-07-01,64.2002,17.485500000000002,0.03051181102362205,,41.154
1989-08-01,59.0396,13.722000000000001,0.49574803149606306,,18.907
1989-09-01,55.1498,11.819,3.072244094488189,,19.37
1989-10-01,44.8646,6.888999999999999,3.1464173228346457,,23.03
1989-11-01,41.629999999999995,6.265,2.5138188976377953,,22.088
1989-12-01,38.0714,6.109,0.033976377952755904,,16.729
1990-01-01,33.4904,3.9055,5.94232283464567,,24.927
1990-02-01,32.0,3.1445,5.221496062992126,7.856521739130434,33.583
1990-03-01,36.9842,4.622,2.5939370078740156,15.365217391304345,85.112
1990-04-01,44.2724,5.1025,1.8923622047244097,11.945833333333333,172.691
1990-05-01,46.077799999999996,6.582000000000001,2.441929133858268,2.008695652173913,165.351
1990-06-01,55.583600000000004,11.855500000000001,0.19807086614173228,,122.158
1990-07-01,62.9348,14.409500000000001,0.753228346456693,,54.021
1990-08-01,60.3212,14.347,0.2828740157480315,,14.339
1990-09-01,55.5458,11.56,0.7649212598425197,,8.487
1990-10-01,51.2942,11.3465,0.1825196850393701,,7.714
1990-11-01,39.6554,6.539499999999999,1.1661023622047244,,5.665
1990-12-01,32.0,4.49,1.9880708661417323,,8.58
1991-01-01,35.1284,4.6705,1.1565354330708661,,9.904
1991-02-01,40.4096,6.3175,1.99996062992126,3.5681818181818183,11.324
1991-03-01,32.0,2.1769999999999996,19.55728346456693,3.069565217391304,117.514
1991-04-01,38.408,4.54,1.2141732283464568,18.029166666666665,135.419
1991-05-01,42.834199999999996,5.8999999999999995,2.1252362204724413,12.143478260869562,277.408
1991-06-01,52.8746,10.2065,0.6243700787401575,,321.105
1991-07-01,63.874399999999994,15.273,0.11090551181102364,,102.0
1991-08-01,60.9908,13.496,0.12015748031496064,,24.46
1991-09-01,59.736200000000004,13.7325,0.3846456692913386,,13.0
1991-10-01,51.7424,10.1335,3.6779133858267716,,12.347
1991-11-01,41.7218,5.757,1.8674015748031498,,19.244
1991-12-01,35.4812,4.9975000000000005,3.6503543307086614,,17.655
1992-01-01,34.0952,4.4645,1.9143700787401576,,20.97
1992-02-01,35.574799999999996,3.745,9.05992125984252,8.50909090909091,67.534
1992-03-01,37.6592,3.2995,4.491456692913386,17.768181818181816,76.81
1992-04-01,47.6402,7.103,0.5213385826771654,15.2875,208.878
1992-05-01,53.0816,8.5815,0.3608267716535433,5.3619047619047615,237.788
1992-06-01,55.94,9.618500000000001,0.5666141732283465,,75.575
1992-07-01,60.29600000000001,11.584,2.5560629921259848,,46.206
1992-08-01,64.7276,16.9655,0.4070866141732284,,16.965
1992-09-01,57.7976,13.788499999999999,0.19948818897637796,,8.55
1992-10-01,51.3896,9.5835,3.851732283464567,,12.92
1992-11-01,39.7292,4.498,0.4580708661417323,,16.62
1992-12-01,32.0,3.1735,11.213897637795277,,31.704
1993-01-01,32.0,2.7895,15.608661417322836,,189.311
1993-02-01,32.0,2.3674999999999997,9.996141732283464,34.14583333333334,124.36
1993-03-01,39.9002,3.2465,5.530944881889764,45.30833333333334,242.534
1993-04-01,40.28,3.678,1.5458267716535434,39.692,330.386
1993-05-01,48.7652,7.3115000000000006,0.5415748031496064,31.999999999999996,700.63
1993-06-01,52.7108,9.869,1.8896456692913386,,599.1
1993-07-01,59.5994,13.385499999999999,0.0,,316.631
1993-08-01,60.845,14.607,0.009763779527559056,,82.43
1993-09-01,57.7508,14.5,0.0030708661417322837,,26.24
1993-10-01,49.285399999999996,8.750499999999999,1.0633070866141732,,19.395
1993-11-01,39.7958,6.6705,1.7982677165354333,,17.09
1993-12-01,34.115,4.452500000000001,3.228228346456693,,21.176
1994-01-01,35.8592,4.579,2.261535433070866,,23.209
1994-02-01,32.0,3.2,7.210669291338584,9.50869565217391,41.89
1994-03-01,40.346599999999995,5.026,1.3402755905511812,18.995652173913044,75.434
1994-04-01,42.1646,5.953,3.5390157480314963,14.208333333333336,149.69
1994-05-01,47.9192,6.534,2.0423622047244097,7.505000000000001,257.843
1994-06-01,58.5086,14.2035,0.19051181102362208,,159.005
1994-07-01,65.42240000000001,17.298000000000002,0.06271653543307087,,35.7
1994-08-01,64.8176,19.083,0.0,,14.466
1994-09-01,56.7716,12.5385,1.528228346456693,,11.55
1994-10-01,45.9878,7.027,2.741181102362205,,42.915
1994-11-01,32.144,3.1635,7.332992125984253,,44.62
1994-12-01,33.188,3.3720000000000003,4.008425196850394,,48.12
1995-01-01,32.297,1.8785,18.57208661417323,,213.1
1995-02-01,39.3494,5.434,1.8994094488188977,37.94347826086957,121.59
1995-03-01,34.4822,2.5894999999999997,18.003385826771655,36.891304347826086,485.46
1995-04-01,38.3306,4.1735,4.260866141732284,46.116666666666674,349.993
1995-05-01,43.0286,3.651,5.7760629921259845,46.24090909090909,633.812
1995-06-01,51.4778,8.337,1.4768503937007875,,880.942
1995-07-01,61.8242,13.079999999999998,0.13098425196850394,,751.7
1995-08-01,63.251599999999996,16.0505,0.030866141732283466,,239.19
1995-09-01,57.117200000000004,13.6,0.08448818897637796,,66.25
1995-10-01,52.5344,10.7815,0.002755905511811024,,23.697
