Date,T,V,P,S,F
1979-10-01,54.179383937354274,8.703145378984903,5.244121416935593,,31.19
1979-11-01,42.838394884359516,4.871269867059785,5.404399207385357,,66.4
1979-12-01,41.9407214565027,5.486104132234801,7.302144513793279,,93.68
1980-01-01,39.969877601247916,3.430632486834897,18.589253311062997,,1207.96
1980-02-01,42.10788007217077,3.8724800134233304,15.055943523237113,13.117391304347825,716.76
1980-03-01,39.49488401524814,4.393661682302544,4.765569042013801,22.76086956521739,402.85
1980-04-01,47.355702786088976,6.440152115004847,3.3977412431522307,25.820833333333336,407.07
1980-05-01,50.89198688447213,7.169408099992634,2.349983952925801,18.539130434782606,486.61
1980-06-01,57.060664450231776,10.403194751420745,0.6715754823574753,,299.27
1980-07-01,68.24839568910762,16.636923148824714,0.9682499958193356,,126.7
1980-08-01,66.64795237329909,16.587153053391866,0.05949022155004438,,19.44
1980-09-01,62.84496211245732,14.183878925133147,0.18598236861379472,,13.15
1980-10-01,56.97946291020244,12.468921259898169,1.2341565673125328,,19.23
1980-11-01,47.47256831502577,7.26613214752635,1.5923522918186215,,18.3
1980-12-01,43.86119533981449,5.721532371983526,3.9521630293782066,,42.28
1981-01-01,42.17646409054113,4.346355435136404,9.716596085655226,,92.0
1981-02-01,41.13330112770681,4.325008555706108,4.158810477092677,12.426086956521738,136.21
1981-03-01,40.91842225466578,3.8025351808985115,8.003040240841083,14.252173913043478,267.73
1981-04-01,48.864161579319834,7.169700228745816,1.9051639781269891,17.617391304347827,291.95
1981-05-01,54.49841793845092,8.725799218148317,2.3627596463451495,8.578260869565216,215.61
1981-06-01,66.470498126607,16.66115232617889,0.04267282101691955,,44.6
1981-07-01,69.9336213739586,20.967391239558584,0.012463928322806957,,0.0
1981-08-01,70.79027586061456,21.59505829327623,0.007825257142746091,,0.0
1981-09-01,65.19237021435323,16.443627151463467,0.8929435254462766,,0.08
1981-10-01,49.90768113456462,7.246943138971854,6.275233338451391,,42.27
1981-11-01,45.18524732570862,4.2582159186702935,16.91159204744444,,531.39
1981-12-01,41.2983415959301,3.3026346420484725,15.374953508030279,,838.29
1982-01-01,34.30589828223616,3.2069048900321353,12.987381400540086,,529.49
1982-02-01,40.37304267823936,3.9477096228771846,9.077506307731639,15.256521739130434,896.77
1982-03-01,38.73853674607834,2.9973454035788256,14.554006052922825,14.386363636363637,687.81
1982-04-01,43.23109688668489,5.3415008759147735,10.785674351232366,29.799999999999997,1130.49
1982-05-01,55.76068418887925,10.395149332427685,0.30003963764857133,32.86,841.9
1982-06-01,58.365707223032516,9.715812827675801,1.095165088812831,,387.34
1982-07-01,66.47801733102182,15.538093284569726,0.18055342895562776,,135.9
1982-08-01,68.34883772376048,17.374716580548625,0.1881595357556474,,41.1
1982-09-01,59.666644918943206,11.749619154825906,4.658601599834684,,61.14
1982-10-01,51.07704013287814,6.934303572652545,8.212452199156832,,168.87
1982-11-01,40.05296799780342,3.7707281788666185,11.297248738235076,,277.9
1982-12-01,36.89900905185554,3.35683204321427,10.879476564367202,,565.14
1983-01-01,39.38280182675188,4.018507763665913,10.371346642549923,,454.16
1983-02-01,38.99419294571628,3.526676180930795,14.355510540581188,25.033333333333335,695.71
1983-03-01,39.134167910677746,2.5784287534056887,17.580324486493133,40.785714285714285,1167.21
1983-04-01,40.88082612548804,4.5398642065058805,8.015565770296082,53.12608695652173,605.28
1983-05-01,53.128691762448085,9.33812979175794,1.4537803477603675,55.40909090909092,982.72
1983-06-01,59.943078193983624,11.654015611520657,0.5570285773051359,,942.21
1983-07-01,63.73102813434282,14.560533536717385,0.2006375369770777,,382.05
1983-08-01,67.47456741501719,15.70237330625188,0.6779852703224014,,89.93
1983-09-01,64.32685219855168,14.811780712242824,2.0423012334502717,,50.586
1983-10-01,56.20986510333829,8.508988278088975,2.744953908371636,,48.56
1983-11-01,41.20353262949166,2.867739603300583,20.783187307458793,,721.59
1983-12-01,38.383209352998804,1.9744827016691475,17.259123825452146,,946.81
1984-01-01,40.793502116365715,5.434066485777125,0.7422286588754651,,379.42
1984-02-01,39.817440911243885,4.585230561264029,7.449089360800275,17.97391304347826,287.51
1984-03-01,45.267535230113644,5.8832215744056455,4.7181270973312035,23.81739130434783,379.85
1984-04-01,44.1028685097077,5.92588119204823,3.894088488106215,21.300000000000004,318.79
1984-05-01,57.18675435244031,11.143170487723205,1.45173982130595,17.73478260869565,492.75
1984-06-01,61.25870632683505,12.989872311504707,1.6658068677408684,,237.26
1984-07-01,71.87344976788593,19.898076555852025,0.2693986974942671,,49.79
1984-08-01,69.54867401580756,18.845344135063453,0.2217842802357096,,21.72
1984-09-01,66.4208730431263,16.846339603559077,0.2472621088176374,,17.09
1984-10-01,48.84281624686779,6.243069529136296,4.385660564423431,,35.67
1984-11-01,40.244419050063364,3.687342103375547,13.395732688084744,,188.03
1984-12-01,35.71907392368858,3.4290889061455445,2.6251791750870104,,101.65
1985-01-01,38.571736406400575,5.203584080149129,1.4388436503300526,,69.56
1985-02-01,39.82890065477472,6.663962264844307,5.037034096859841,14.086956521739133,140.65
1985-03-01,38.28946633511843,4.942203515097043,8.339817693844592,18.27391304347826,199.93
1985-04-01,52.09963319902324,10.505742244191472,0.9665111185126404,23.208333333333332,434.56
1985-05-01,54.28379756735995,9.577849374321504,0.13108498803093757,9.669565217391305,282.86
1985-06-01,67.27206404346717,15.607311964322856,0.4637075251883438,,78.53
1985-07-01,72.1743708436437,19.32789220080216,0.14645244056775747,,13.63
1985-08-01,67.3837570339342,15.964483450816722,0.22910814764224782,,4.85
1985-09-01,57.63058183904642,9.810672766439787,2.4086202580993294,,24.31
1985-10-01,54.02110237557361,8.924358288423266,2.223127719824975,,20.954
1985-11-01,40.02995344153011,4.326010367269372,9.854393820376501,,69.387
1985-12-01,39.93622276911254,5.0570710582759855,5.6885472824371375,,153.923
1986-01-01,44.76198357861638,4.921857904429628,8.00355410323906,,357.806
1986-02-01,41.53465154714642,3.4886114879244197,27.16342748878497,15.782608695652172,1866.219
1986-03-01,47.33471554201907,5.675115666835646,10.543456810049085,25.521739130434778,966.836
1986-04-01,46.8543631134792,5.8564842350675095,1.8048643287722037,22.841666666666665,401.588
1986-05-01,54.426324770958246,10.248033608278167,1.6911465839673556,13.465217391304348,419.124
1986-06-01,64.89441644824947,14.131592387983353,0.09653201941607832,,309.635
1986-07-01,66.9475959057906,14.80280419214311,0.27659707931687977,,50.615
1986-08-01,71.8187245778376,20.747614272299955,0.009831245794183721,,25.155
1986-09-01,56.335522200993005,10.010378566959352,4.391098574429018,,12.042
1986-10-01,54.41851551407988,8.645560491345584,0.41388677379140265,,28.339
1986-11-01,48.135929759273196,7.525663823394625,0.9071795686171823,,12.439
1986-12-01,41.41179561909687,4.451898048202702,1.6668246186966076,,12.084
1987-01-01,36.44230809849903,3.416444536901908,5.7629728111471445,,49.765
1987-02-01,40.21981374020386,4.515532064140971,6.711593876844881,9.830434782608695,133.03
1987-03-01,42.15844512359365,4.760531585527093,7.073297874944865,13.282608695652172,208.587
1987-04-01,54.38877116359902,10.38244864264189,0.6633845644788154,15.445833333333333,211.837
1987-05-01,57.49150558727835,9.571997729354992,1.567771836149304,3.841176470588235,177.227
1987-06-01,65.56081984294454,15.170233480213763,0.3413418018143553,,30.682
1987-07-01,65.01713618902147,14.983091774705564,0.07081350645086038,,8.547
1987-08-01,70.21183461223117,20.644370536942557,0.005260617542473599,,3.398
1987-09-01,66.54097303205333,18.208629035533264,0.023891182130659678,,3.85
1987-10-01,61.04505290916296,13.382607957794313,1.6880759559882343,,9.108
